Provincia,Canton,Parroquia,Femenino,Masculino,Textbox17,Textbox6,Textbox7,Textbox18
COTOPAXI,LATACUNGA,MULALO,771,694,"1,465","1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,POALO,591,541,"1,132","1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,SAN BUENAVENTURA,333,280,613,"1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,SAN JUAN DE PASTOCALLE,"1,206","1,071","2,277","1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,TANICUCHI,"1,502","1,534","3,036","1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,TOACASO,"1,708","1,681","3,389","1,945,017","1,767,520","3,712,537"
COTOPAXI,PANGUA,EL CORAZON,"1,197","1,063","2,260","1,945,017","1,767,520","3,712,537"
COTOPAXI,PANGUA,MORASPUNGO,"1,340","1,297","2,637","1,945,017","1,767,520","3,712,537"
COTOPAXI,PANGUA,PINLLOPATA,104,96,200,"1,945,017","1,767,520","3,712,537"
COTOPAXI,PANGUA,RAMON CAMPAÑA,356,331,687,"1,945,017","1,767,520","3,712,537"
COTOPAXI,PUJILI,ANGAMARCA,810,718,"1,528","1,945,017","1,767,520","3,712,537"
COTOPAXI,PUJILI,GUANGAJE,890,718,"1,608","1,945,017","1,767,520","3,712,537"
COTOPAXI,PUJILI,LA VICTORIA,373,373,746,"1,945,017","1,767,520","3,712,537"
COTOPAXI,PUJILI,PILALO,240,202,442,"1,945,017","1,767,520","3,712,537"
COTOPAXI,PUJILI,PUJILI,"4,530","4,345","8,875","1,945,017","1,767,520","3,712,537"
COTOPAXI,PUJILI,TINGO,509,456,965,"1,945,017","1,767,520","3,712,537"
COTOPAXI,PUJILI,ZUMBAHUA,"2,683","2,548","5,231","1,945,017","1,767,520","3,712,537"
COTOPAXI,SALCEDO,ANTONIO JOSE HOLGUIN (SANTA LUCIA),226,216,442,"1,945,017","1,767,520","3,712,537"
COTOPAXI,SALCEDO,CUSUBAMBA,824,765,"1,589","1,945,017","1,767,520","3,712,537"
COTOPAXI,SALCEDO,MULALILLO,703,695,"1,398","1,945,017","1,767,520","3,712,537"
COTOPAXI,SALCEDO,MULLIQUINDIL (SANTA ANA),539,500,"1,039","1,945,017","1,767,520","3,712,537"
COTOPAXI,SALCEDO,PANSALEO,242,217,459,"1,945,017","1,767,520","3,712,537"
COTOPAXI,SALCEDO,SAN MIGUEL,"4,100","3,960","8,060","1,945,017","1,767,520","3,712,537"
COTOPAXI,SAQUISILI,CANCHAGUA,496,427,923,"1,945,017","1,767,520","3,712,537"
COTOPAXI,SAQUISILI,CHANTILIN,28,34,62,"1,945,017","1,767,520","3,712,537"
COTOPAXI,SAQUISILI,COCHAPAMBA,512,372,884,"1,945,017","1,767,520","3,712,537"
COTOPAXI,SAQUISILI,SAQUISILI,"1,923","1,980","3,903","1,945,017","1,767,520","3,712,537"
COTOPAXI,SIGCHOS,CHUGCHILLAN (CHUGCHILAN),"1,345","1,134","2,479","1,945,017","1,767,520","3,712,537"
COTOPAXI,SIGCHOS,ISINLIVI,460,551,"1,011","1,945,017","1,767,520","3,712,537"
COTOPAXI,SIGCHOS,LAS PAMPAS,232,228,460,"1,945,017","1,767,520","3,712,537"
COTOPAXI,SIGCHOS,PALO QUEMADO,116,132,248,"1,945,017","1,767,520","3,712,537"
COTOPAXI,SIGCHOS,SIGCHOS,"1,278","1,212","2,490","1,945,017","1,767,520","3,712,537"
EL ORO,ARENILLAS,ARENILLAS,"2,969","2,650","5,619","1,945,017","1,767,520","3,712,537"
EL ORO,ARENILLAS,CARCABON,54,50,104,"1,945,017","1,767,520","3,712,537"
EL ORO,ARENILLAS,CHACRAS,143,134,277,"1,945,017","1,767,520","3,712,537"
EL ORO,ARENILLAS,PALMALES,437,402,839,"1,945,017","1,767,520","3,712,537"
EL ORO,ATAHUALPA,AYAPAMBA,163,129,292,"1,945,017","1,767,520","3,712,537"
EL ORO,ATAHUALPA,CORDONCILLO,91,69,160,"1,945,017","1,767,520","3,712,537"
EL ORO,ATAHUALPA,MILAGRO,15,17,32,"1,945,017","1,767,520","3,712,537"
EL ORO,ATAHUALPA,PACCHA,323,241,564,"1,945,017","1,767,520","3,712,537"
EL ORO,ATAHUALPA,SAN JOSE,21,26,47,"1,945,017","1,767,520","3,712,537"
EL ORO,ATAHUALPA,SAN JUAN DE CERRO AZUL,20,11,31,"1,945,017","1,767,520","3,712,537"
EL ORO,BALSAS,BALSAS,900,869,"1,769","1,945,017","1,767,520","3,712,537"
EL ORO,BALSAS,BELLAMARIA,155,164,319,"1,945,017","1,767,520","3,712,537"
EL ORO,CHILLA,CHILLA,315,308,623,"1,945,017","1,767,520","3,712,537"
EL ORO,EL GUABO,BARBONES (SUCRE),958,957,"1,915","1,945,017","1,767,520","3,712,537"
EL ORO,EL GUABO,EL GUABO,"3,837","3,377","7,214","1,945,017","1,767,520","3,712,537"
EL ORO,EL GUABO,LA IBERIA,318,292,610,"1,945,017","1,767,520","3,712,537"
EL ORO,EL GUABO,RIO BONITO,463,544,"1,007","1,945,017","1,767,520","3,712,537"
EL ORO,EL GUABO,TENDALES,524,507,"1,031","1,945,017","1,767,520","3,712,537"
EL ORO,HUAQUILLAS,ECUADOR,"2,770","2,491","5,261","1,945,017","1,767,520","3,712,537"
EL ORO,HUAQUILLAS,EL PARAISO,934,996,"1,930","1,945,017","1,767,520","3,712,537"
EL ORO,HUAQUILLAS,HUALTACO,142,163,305,"1,945,017","1,767,520","3,712,537"
EL ORO,HUAQUILLAS,MILTON REYES,"2,292","1,480","3,772","1,945,017","1,767,520","3,712,537"
EL ORO,HUAQUILLAS,UNION LOJANA,"1,239","1,143","2,382","1,945,017","1,767,520","3,712,537"
EL ORO,LAS LAJAS,EL PARAISO,57,53,110,"1,945,017","1,767,520","3,712,537"
EL ORO,LAS LAJAS,LA LIBERTAD,42,39,81,"1,945,017","1,767,520","3,712,537"
EL ORO,LAS LAJAS,LA VICTORIA,402,351,753,"1,945,017","1,767,520","3,712,537"
EL ORO,LAS LAJAS,SAN ISIDRO,81,65,146,"1,945,017","1,767,520","3,712,537"
EL ORO,MACHALA,EL CAMBIO,"1,859","1,923","3,782","1,945,017","1,767,520","3,712,537"
EL ORO,MACHALA,EL RETIRO,461,379,840,"1,945,017","1,767,520","3,712,537"
EL ORO,MACHALA,LA PROVIDENCIA,"10,094","11,138","21,232","1,945,017","1,767,520","3,712,537"
EL ORO,MACHALA,MACHALA,"15,621","11,925","27,546","1,945,017","1,767,520","3,712,537"
EL ORO,MACHALA,NUEVE DE MAYO,"2,320","2,503","4,823","1,945,017","1,767,520","3,712,537"
EL ORO,MACHALA,PUERTO BOLIVAR,"4,704","4,525","9,229","1,945,017","1,767,520","3,712,537"
EL ORO,MARCABELI,EL INGENIO,26,24,50,"1,945,017","1,767,520","3,712,537"
EL ORO,MARCABELI,MARCABELI,730,730,"1,460","1,945,017","1,767,520","3,712,537"
EL ORO,PASAJE,BOLIVAR,"2,897","2,131","5,028","1,945,017","1,767,520","3,712,537"
EL ORO,PASAJE,BUENAVISTA,660,619,"1,279","1,945,017","1,767,520","3,712,537"
EL ORO,PASAJE,CAÑAQUEMADA,118,107,225,"1,945,017","1,767,520","3,712,537"
EL ORO,PASAJE,CASACAY,192,200,392,"1,945,017","1,767,520","3,712,537"
EL ORO,PASAJE,LA PEAÑA,368,294,662,"1,945,017","1,767,520","3,712,537"
EL ORO,PASAJE,LOMA DE FRANCO,355,329,684,"1,945,017","1,767,520","3,712,537"
EL ORO,PASAJE,OCHOA LEON (MATRIZ),"4,899","4,824","9,723","1,945,017","1,767,520","3,712,537"
EL ORO,PASAJE,PASAJE,167,371,538,"1,945,017","1,767,520","3,712,537"
EL ORO,PASAJE,PROGRESO,447,379,826,"1,945,017","1,767,520","3,712,537"
EL ORO,PASAJE,TRES CERRITOS,430,427,857,"1,945,017","1,767,520","3,712,537"
EL ORO,PASAJE,UZHCURRUMI,110,104,214,"1,945,017","1,767,520","3,712,537"
EL ORO,PIÑAS,CAPIRO,195,175,370,"1,945,017","1,767,520","3,712,537"
EL ORO,PIÑAS,LA BOCANA,190,193,383,"1,945,017","1,767,520","3,712,537"
EL ORO,PIÑAS,LA MATRIZ,542,380,922,"1,945,017","1,767,520","3,712,537"
EL ORO,PIÑAS,LA SUSAYA,59,37,96,"1,945,017","1,767,520","3,712,537"
EL ORO,PIÑAS,MOROMORO,80,92,172,"1,945,017","1,767,520","3,712,537"
EL ORO,PIÑAS,PIEDRAS,58,56,114,"1,945,017","1,767,520","3,712,537"
EL ORO,PIÑAS,PIÑAS,"2,041","1,995","4,036","1,945,017","1,767,520","3,712,537"
EL ORO,PIÑAS,PIÑAS GRANDE,40,49,89,"1,945,017","1,767,520","3,712,537"
EL ORO,PIÑAS,SAN ROQUE (AMBROSIO MALDONADO),52,55,107,"1,945,017","1,767,520","3,712,537"
EL ORO,PIÑAS,SARACAY,242,200,442,"1,945,017","1,767,520","3,712,537"
EL ORO,PORTOVELO,CURTINCAPA,67,76,143,"1,945,017","1,767,520","3,712,537"
EL ORO,PORTOVELO,MORALES,39,52,91,"1,945,017","1,767,520","3,712,537"
EL ORO,PORTOVELO,PORTOVELO,"1,152","1,079","2,231","1,945,017","1,767,520","3,712,537"
EL ORO,PORTOVELO,SALATI,110,100,210,"1,945,017","1,767,520","3,712,537"
EL ORO,SANTA ROSA,BELLAMARIA,281,253,534,"1,945,017","1,767,520","3,712,537"
EL ORO,SANTA ROSA,BELLAVISTA,325,344,669,"1,945,017","1,767,520","3,712,537"
EL ORO,SANTA ROSA,JAMBELI,105,94,199,"1,945,017","1,767,520","3,712,537"
EL ORO,SANTA ROSA,LA AVANZADA,212,236,448,"1,945,017","1,767,520","3,712,537"
EL ORO,SANTA ROSA,NUEVO SANTA ROSA,287,282,569,"1,945,017","1,767,520","3,712,537"
EL ORO,SANTA ROSA,PUERTO JELI,148,143,291,"1,945,017","1,767,520","3,712,537"
EL ORO,SANTA ROSA,SAN ANTONIO,136,141,277,"1,945,017","1,767,520","3,712,537"
EL ORO,SANTA ROSA,SANTA ROSA,"7,190","6,549","13,739","1,945,017","1,767,520","3,712,537"
EL ORO,SANTA ROSA,TORATA,253,243,496,"1,945,017","1,767,520","3,712,537"
EL ORO,SANTA ROSA,VICTORIA,303,279,582,"1,945,017","1,767,520","3,712,537"
EL ORO,ZARUMA,ABAÑIN,180,188,368,"1,945,017","1,767,520","3,712,537"
EL ORO,ZARUMA,ARCAPAMBA,50,50,100,"1,945,017","1,767,520","3,712,537"
EL ORO,ZARUMA,GUANAZAN,471,443,914,"1,945,017","1,767,520","3,712,537"
EL ORO,ZARUMA,GUIZHAGUIÑA,157,132,289,"1,945,017","1,767,520","3,712,537"
EL ORO,ZARUMA,HUERTAS,188,204,392,"1,945,017","1,767,520","3,712,537"
EL ORO,ZARUMA,MALVAS,71,73,144,"1,945,017","1,767,520","3,712,537"
EL ORO,ZARUMA,MULUNCAY GRANDE,95,96,191,"1,945,017","1,767,520","3,712,537"
EL ORO,ZARUMA,SALVIAS,85,82,167,"1,945,017","1,767,520","3,712,537"
EL ORO,ZARUMA,SINSAO,120,123,243,"1,945,017","1,767,520","3,712,537"
EL ORO,ZARUMA,ZARUMA,"1,867","1,691","3,558","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ATACAMES,ATACAMES,"2,999","2,628","5,627","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ATACAMES,LA UNION,433,372,805,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ATACAMES,SUA,730,585,"1,315","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ATACAMES,TONCHIGÜE,"1,174","1,090","2,264","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ATACAMES,TONSUPA,"2,067","1,815","3,882","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,ANCHAYACU,156,155,311,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,ATAHUALPA (CAB. EN CAMARONES),321,270,591,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,BORBON,"1,521","1,342","2,863","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,COLON ELOY DEL MARIA,227,254,481,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,LA TOLA,554,458,"1,012","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,LUIS VARGAS TORRES,56,52,108,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,MALDONADO,479,430,909,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,PAMPANAL DE BOLIVAR,107,111,218,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,SAN FRANCISCO DE ONZOLE,354,281,635,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,SAN JOSE DE CAYAPAS,366,346,712,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,SANTO DOMINGO DE ONZOLE,227,204,431,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,SELVA ALEGRE,193,136,329,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,TELEMBI,"1,302","1,172","2,474","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,TIMBIRE,182,190,372,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ELOY ALFARO,VALDEZ (LIMONES),"1,483","1,222","2,705","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,5 DE AGOSTO,"8,174","5,792","13,966","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,BARTOLOME RUIZ (CESAR FRANCO CARRION),"2,828","2,731","5,559","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,CAMARONES,523,468,991,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,CHINCA,636,552,"1,188","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,CRNEL. CARLOS CONCHA TORRES,318,340,658,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,ESMERALDAS,"9,054","6,797","15,851","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,LUIS TELLO  (LAS PALMAS),"1,828","1,735","3,563","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,MAJUA,549,470,"1,019","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,MONTALVO (CAB. EN HORQUETA),80,77,157,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,RIO VERDE,24,14,38,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,SAN MATEO,"1,062",977,"2,039","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,TABIAZO,544,449,993,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,TACHINA,765,705,"1,470","1,945,017","1,767,520","3,712,537"
ESMERALDAS,ESMERALDAS,VUELTA LARGA,"8,398","8,550","16,948","1,945,017","1,767,520","3,712,537"
ESMERALDAS,LA CONCORDIA,LA CONCORDIA,"5,712","5,016","10,728","1,945,017","1,767,520","3,712,537"
ESMERALDAS,MUISNE,BOLIVAR,213,200,413,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,MUISNE,DAULE,363,278,641,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,MUISNE,GALERA,245,223,468,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,MUISNE,MUISNE,"1,494","1,177","2,671","1,945,017","1,767,520","3,712,537"
ESMERALDAS,MUISNE,QUINGUE (OLMEDO PERDOMO FRANCO),71,62,133,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,MUISNE,SALIMA,188,146,334,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,MUISNE,SAN FRANCISCO,508,445,953,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,MUISNE,SAN GREGORIO,"1,024",928,"1,952","1,945,017","1,767,520","3,712,537"
ESMERALDAS,MUISNE,SAN JOSE DE CHAMANGA,968,808,"1,776","1,945,017","1,767,520","3,712,537"
ESMERALDAS,QUININDE,CHURA (CHANCAMA),356,360,716,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,QUININDE,CUBE,998,921,"1,919","1,945,017","1,767,520","3,712,537"
ESMERALDAS,QUININDE,LA UNION,"4,272","3,717","7,989","1,945,017","1,767,520","3,712,537"
ESMERALDAS,QUININDE,MALIMPIA,"3,968","3,543","7,511","1,945,017","1,767,520","3,712,537"
ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),"8,742","7,526","16,268","1,945,017","1,767,520","3,712,537"
ESMERALDAS,QUININDE,VICHE,"1,654","1,414","3,068","1,945,017","1,767,520","3,712,537"
ESMERALDAS,RIOVERDE,CHONTADURO,448,475,923,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,RIOVERDE,CHUMUNDE,657,609,"1,266","1,945,017","1,767,520","3,712,537"
ESMERALDAS,RIOVERDE,LAGARTO,729,620,"1,349","1,945,017","1,767,520","3,712,537"
ESMERALDAS,RIOVERDE,MONTALVO,843,679,"1,522","1,945,017","1,767,520","3,712,537"
ESMERALDAS,RIOVERDE,RIOVERDE,"1,007",862,"1,869","1,945,017","1,767,520","3,712,537"
ESMERALDAS,RIOVERDE,ROCAFUERTE,"1,152",967,"2,119","1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,5 DE JUNIO,61,18,79,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,ALTO TAMBO,219,185,404,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,ANCON (PICHANGAL),241,201,442,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,CALDERON,123,94,217,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,CARONDELET,302,250,552,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,CONCEPCION,364,300,664,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,MATAJE,166,136,302,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,SAN JAVIER DE CACHAVI,110,103,213,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,SAN LORENZO,"4,748","3,472","8,220","1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,SANTA RITA,287,253,540,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,TAMBILLO,197,166,363,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,TULULBI,452,408,860,"1,945,017","1,767,520","3,712,537"
ESMERALDAS,SAN LORENZO,URBINA,140,147,287,"1,945,017","1,767,520","3,712,537"
GALAPAGOS,ISABELA,"PUERTO VILLAMIL, CABECERA CANTONAL",282,261,543,"1,945,017","1,767,520","3,712,537"
GALAPAGOS,ISABELA,TOMAS DE BERLANGA (SANTO TOMAS) (CAB. EN  LA ESPERANZA) CON ,6,13,19,"1,945,017","1,767,520","3,712,537"
GALAPAGOS,SAN CRISTOBAL,EL PROGRESO,45,30,75,"1,945,017","1,767,520","3,712,537"
GALAPAGOS,SAN CRISTOBAL,ISLA SANTA MARIA (FLOREANA) (CAB. EN  PTO. VELASCO IBARRA) C,7,19,26,"1,945,017","1,767,520","3,712,537"
GALAPAGOS,SAN CRISTOBAL,"PUERTO BAQUERIZO MORENO, CABECERA CANTONAL Y CAPITAL PROVINC","1,003","1,047","2,050","1,945,017","1,767,520","3,712,537"
GALAPAGOS,SANTA CRUZ,"BELLAVISTA CON LAS ISLAS *BALTRA MARCHENA ""BINDLOE"" PINTA ""A",17,13,30,"1,945,017","1,767,520","3,712,537"
GALAPAGOS,SANTA CRUZ,"PUERTO AYORA, CABECERA CANTONAL","1,927","1,619","3,546","1,945,017","1,767,520","3,712,537"
GALAPAGOS,SANTA CRUZ,SANTA ROSA CON LA ISLA BALTRA,44,42,86,"1,945,017","1,767,520","3,712,537"
GUAYAS,ALFREDO BAQUERIZO MORENO (JUJAN),ALFREDO BAQUERIZO MORENO (JUJAN),"2,260","1,970","4,230","1,945,017","1,767,520","3,712,537"
GUAYAS,BALAO,BALAO,"2,123","1,924","4,047","1,945,017","1,767,520","3,712,537"
GUAYAS,BALZAR,BALZAR,"7,797","6,848","14,645","1,945,017","1,767,520","3,712,537"
GUAYAS,COLIMES,COLIMES,"2,204","1,939","4,143","1,945,017","1,767,520","3,712,537"
GUAYAS,COLIMES,SAN JACINTO,468,368,836,"1,945,017","1,767,520","3,712,537"
GUAYAS,CORONEL MARCELINO MARIDUEÑA,CORONEL MARCELINO MARIDUEÑA,"1,196","1,193","2,389","1,945,017","1,767,520","3,712,537"
GUAYAS,DAULE,BANIFE,476,442,918,"1,945,017","1,767,520","3,712,537"
GUAYAS,DAULE,DAULE,"8,046","7,491","15,537","1,945,017","1,767,520","3,712,537"
GUAYAS,DAULE,EMILIANO CAICEDO MARCOS,110,101,211,"1,945,017","1,767,520","3,712,537"
GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE (LOS TINTOS),964,965,"1,929","1,945,017","1,767,520","3,712,537"
GUAYAS,DAULE,LA AURORA,589,"1,314","1,903","1,945,017","1,767,520","3,712,537"
GUAYAS,DAULE,LAUREL,"1,219","1,225","2,444","1,945,017","1,767,520","3,712,537"
GUAYAS,DAULE,LIMONAL,801,805,"1,606","1,945,017","1,767,520","3,712,537"
GUAYAS,DAULE,LOS LOJAS (ENRIQUE BAQUERIZO MORENO),"1,800",615,"2,415","1,945,017","1,767,520","3,712,537"
GUAYAS,DAULE,MAGRO,128,105,233,"1,945,017","1,767,520","3,712,537"
GUAYAS,DAULE,SANTA CLARA,64,58,122,"1,945,017","1,767,520","3,712,537"
GUAYAS,DURAN,EL RECREO,"2,128","1,792","3,920","1,945,017","1,767,520","3,712,537"
GUAYAS,DURAN,ELOY ALFARO (DURAN),"21,265","19,568","40,833","1,945,017","1,767,520","3,712,537"
GUAYAS,EL TRIUNFO,EL TRIUNFO,"6,939","6,121","13,060","1,945,017","1,767,520","3,712,537"
GUAYAS,EMPALME,EL ROSARIO,811,682,"1,493","1,945,017","1,767,520","3,712,537"
GUAYAS,EMPALME,GUAYAS (PUEBLO NUEVO),"3,012","2,788","5,800","1,945,017","1,767,520","3,712,537"
GUAYAS,EMPALME,VELASCO IBARRA,"7,830","7,218","15,048","1,945,017","1,767,520","3,712,537"
GUAYAS,GENERAL ANTONIO ELIZALDE,GENERAL ANTONIO ELIZALDE (BUCAY),"1,585","1,518","3,103","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,AYACUCHO,"4,578","4,753","9,331","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,BOLIVAR  (SAGRARIO),"1,292","1,386","2,678","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,CARBO (CONCEPCION),"4,707","2,969","7,676","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,CHONGON,"3,479","2,813","6,292","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,FEBRES CORDERO,"36,093","35,181","71,274","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,GARCIA MORENO,"11,482","4,466","15,948","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,GUAYAQUIL,351,253,604,"1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),"1,138","1,160","2,298","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,LETAMENDI,"10,661","9,866","20,527","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,MORRO,314,291,605,"1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,NUEVE DE OCTUBRE,"7,239","4,955","12,194","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,OLMEDO  (SAN ALEJO),"1,801",362,"2,163","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,PASCUALES,"6,412","5,841","12,253","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,POSORJA,"2,512","2,082","4,594","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,PUNA,918,842,"1,760","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,ROCA,463,796,"1,259","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,ROCAFUERTE,"1,159",307,"1,466","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,SUCRE,"2,935","1,984","4,919","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,TARQUI,"124,986","111,852","236,838","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,TENGUEL,"1,462","1,284","2,746","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,URDANETA,"5,246","9,319","14,565","1,945,017","1,767,520","3,712,537"
GUAYAS,GUAYAQUIL,XIMENA,"66,979","59,293","126,272","1,945,017","1,767,520","3,712,537"
GUAYAS,ISIDRO AYORA,ISIDRO AYORA,"1,394","1,293","2,687","1,945,017","1,767,520","3,712,537"
GUAYAS,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,"1,805","1,550","3,355","1,945,017","1,767,520","3,712,537"
GUAYAS,MILAGRO,CHOBO,43,60,103,"1,945,017","1,767,520","3,712,537"
GUAYAS,MILAGRO,MARISCAL SUCRE (HUAQUES),"1,173","1,059","2,232","1,945,017","1,767,520","3,712,537"
GUAYAS,MILAGRO,MILAGRO,"20,777","18,381","39,158","1,945,017","1,767,520","3,712,537"
GUAYAS,MILAGRO,ROBERTO ASTUDILLO,874,790,"1,664","1,945,017","1,767,520","3,712,537"
GUAYAS,NARANJAL,JESUS MARIA,505,421,926,"1,945,017","1,767,520","3,712,537"
GUAYAS,NARANJAL,NARANJAL,"5,541","4,813","10,354","1,945,017","1,767,520","3,712,537"
GUAYAS,NARANJAL,SAN CARLOS,648,592,"1,240","1,945,017","1,767,520","3,712,537"
GUAYAS,NARANJAL,SANTA ROSA DE FLANDES,459,445,904,"1,945,017","1,767,520","3,712,537"
GUAYAS,NARANJAL,TAURA,988,868,"1,856","1,945,017","1,767,520","3,712,537"
GUAYAS,NARANJITO,NARANJITO,"5,072","4,446","9,518","1,945,017","1,767,520","3,712,537"
GUAYAS,NOBOL,NARCISA DE JESUS,"2,981","2,649","5,630","1,945,017","1,767,520","3,712,537"
GUAYAS,PALESTINA,PALESTINA,"1,867","1,731","3,598","1,945,017","1,767,520","3,712,537"
GUAYAS,PEDRO CARBO,PEDRO CARBO,"4,050","3,645","7,695","1,945,017","1,767,520","3,712,537"
GUAYAS,PEDRO CARBO,SABANILLA,590,548,"1,138","1,945,017","1,767,520","3,712,537"
GUAYAS,PEDRO CARBO,VALLE DE LA VIRGEN,565,546,"1,111","1,945,017","1,767,520","3,712,537"
GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),"5,331","4,770","10,101","1,945,017","1,767,520","3,712,537"
GUAYAS,SALITRE,BOCANA,388,391,779,"1,945,017","1,767,520","3,712,537"
GUAYAS,SALITRE,CENTRAL,37,45,82,"1,945,017","1,767,520","3,712,537"
GUAYAS,SALITRE,EL SALITRE (LAS RAMAS),"2,420","2,140","4,560","1,945,017","1,767,520","3,712,537"
